m/z	SN	QualityFactor	Resolution	intensity	area
1011.590	30.477	18043.6	7159.8	4170.6	1148.8
1030.489	2.667	157.2	5387.8	359.1	133.6
1033.565	2.774	518.6	6091.2	371.4	128.8
1045.526	160.881	41955.7	7168.3	21438.3	6277.3
1067.518	12.182	6657.5	6726.0	1607.7	512.7
1101.460	9.066	779.5	5707.8	1180.7	465.6
1103.012	3.579	221.7	8180.3	465.4	137.8
1153.770	2.597	121.8	686.5	278.2	1020.6
1274.720	2.776	687.1	8081.4	352.0	124.4
1282.492	2.610	345.2	2376.2	330.2	407.6
1296.683	195.410	44975.4	8416.3	24854.3	8881.1
1303.623	2.549	111.4	3651.3	321.0	260.6
1314.677	3.750	265.6	5742.4	471.0	248.2
1318.667	14.497	8907.3	8055.5	1825.6	699.5
1334.642	2.708	382.4	8614.7	342.2	124.8
1338.826	19.322	42003.1	9229.7	2429.5	839.6
1352.612	15.169	5970.0	7584.3	1893.3	802.2
1354.612	7.085	1225.0	8410.2	884.9	337.1
1356.633	2.777	101.4	5402.8	346.9	206.6
1374.594	2.638	96.0	5703.7	327.0	189.1
1390.566	2.753	108.2	7477.0	339.3	152.1
1408.564	2.761	155.0	7487.7	335.8	154.5
1459.649	2.006	137.2	2523.6	237.4	342.4
1467.308	13.110	4265.6	7880.1	1552.8	726.7
1475.258	2.456	97.1	3626.7	287.4	293.7
1529.740	7.674	9062.2	9914.8	874.2	356.7
1552.685	2.487	84.5	6171.5	277.3	183.6
1570.681	105.791	37692.9	9681.3	11786.8	5163.4
1592.670	4.762	525.5	6121.8	519.8	367.7
1598.684	3.682	443.8	7356.2	399.9	237.6
1626.591	2.521	94.2	5413.8	269.4	222.4
1665.532	2.147	87.6	5093.4	224.3	215.2
1666.005	5.463	710.5	7070.2	571.2	379.2
2112.018	6.750	919.3	4513.3	495.2	750.4
2131.154	2.958	143.8	8595.2	213.1	197.8
2131.974	4.966	378.6	14759.5	367.6	195.4
2132.903	15.202	7601.2	4758.0	1090.5	1618.4
2147.197	152.630	58981.9	10763.0	10969.8	7280.7
2163.179	5.932	1232.1	10564.7	415.9	276.1
2169.168	12.472	8706.6	10920.8	870.6	563.5
2185.140	7.594	8499.6	15164.9	525.9	263.0
2189.973	2.015	289.7	2846.6	128.9	334.5
2196.825	3.192	517.3	4975.2	213.1	328.8
2203.113	20.378	14236.1	10867.4	1367.6	924.1
2206.114	6.499	192.8	12477.4	437.0	256.0
2211.103	93.059	44334.9	11135.7	6280.9	4193.6
2225.112	27.689	35203.2	11584.9	1831.6	1183.4
2233.077	47.559	50473.8	11815.4	3156.4	2007.3
2245.659	3.512	100.9	5982.2	228.4	289.4
2247.081	9.359	2129.6	7510.2	609.4	602.3
2249.057	11.108	3189.5	22858.6	730.1	247.3
2255.065	4.449	340.3	10410.4	291.4	210.2
2260.054	5.240	1333.0	9728.5	339.9	263.7
2267.022	10.726	2484.5	8050.0	684.7	641.9
2268.582	3.434	171.6	6110.9	218.7	280.7
2270.016	7.138	5526.2	16880.7	465.1	210.7
2280.638	2.029	31.4	8437.5	127.6	113.7
2283.166	30.813	16406.0	9689.4	1935.0	1526.6
2288.999	4.244	282.7	9627.9	266.1	210.8
2291.984	2.160	368.1	17037.9	93.8	49.7
2299.167	12.133	5804.6	12690.3	751.4	458.2
2305.115	8.703	1150.4	6083.1	537.1	674.7
2321.096	3.982	242.2	5375.0	242.0	346.7
2324.945	2.359	118.7	8034.7	142.9	137.9
2355.117	2.081	53.4	19174.9	123.2	51.3
2707.395	2.174	167.7	6876.7	90.7	128.6
2720.276	3.280	419.4	7509.5	135.2	176.5
2779.407	3.406	330.8	5652.9	131.6	234.5
2779.934	3.417	633.6	21529.1	137.0	67.2
2807.299	3.403	296.8	8784.1	128.6	151.0
2881.990	2.041	98.7	1729.1	49.1	319.1
2896.061	8.738	460.4	3243.5	289.0	952.0
2898.263	8.661	977.1	11692.8	295.1	280.1
2915.313	2.663	31.6	6518.7	84.9	165.6
2918.228	16.968	3412.2	5204.8	561.6	1197.2
2932.589	154.634	37511.1	11099.7	5093.2	5169.4
2948.586	19.791	5203.1	8964.3	646.0	806.6
2954.558	13.061	5286.3	10285.0	424.5	463.4
2970.549	6.281	2694.0	17774.1	200.7	135.9
2988.515	11.176	5231.8	12460.7	351.5	328.5
2992.529	3.004	174.8	16530.2	94.7	64.9
3003.547	2.192	63.1	8912.3	68.1	87.1
3043.464	2.002	43.8	23753.3	60.3	29.7
3045.459	2.137	102.0	6953.5	63.1	106.6
3076.639	2.574	85.3	9823.3	73.9	90.8
3323.763	6.144	451.1	8674.2	138.1	219.8
3337.780	10.959	3419.8	11137.9	243.5	305.0


