m/z	SN	QualityFactor	Resolution	intensity	area
1011.585	45.182	55074.1	10426.0	1738.0	335.4
1033.561	4.408	718.6	8487.2	170.6	42.2
1045.515	86.448	44403.6	11280.8	3389.1	648.1
1067.509	10.111	7636.5	11184.2	396.5	79.4
1069.514	3.447	175.6	10992.1	133.2	27.0
1101.456	4.443	327.9	6456.0	168.2	58.7
1101.994	2.474	116.9	2794.0	93.5	75.1
1103.447	2.692	160.9	9358.6	101.6	24.3
1124.453	2.643	110.5	6177.1	99.7	37.5
1277.700	2.754	268.5	11929.3	101.5	25.5
1296.681	94.942	35437.6	13002.8	3472.3	832.2
1314.662	2.554	157.7	6261.9	92.9	45.0
1318.662	9.687	2713.3	12201.3	350.8	91.7
1338.818	11.317	6732.6	13012.7	418.2	106.2
1352.605	4.940	351.1	7919.7	177.8	72.0
1354.606	3.063	216.7	8400.8	110.1	41.8
1465.743	4.557	72.1	5406.4	155.9	105.4
1529.737	4.674	946.0	14195.7	159.6	45.2
1570.684	66.497	31662.0	15182.6	2166.5	633.4
1592.660	3.861	637.7	8622.6	125.6	62.9
1666.009	3.203	414.7	9990.8	101.9	48.3
2132.923	4.306	515.3	5146.2	93.7	129.9
2147.195	58.089	63979.7	15944.3	1257.5	570.4
2169.168	6.623	1074.8	12519.8	139.6	78.7
2185.140	2.667	161.9	15983.4	57.1	27.2
2203.104	5.384	531.3	13085.7	112.1	62.7
2206.137	3.168	188.8	13247.4	65.1	36.4
2211.102	28.642	26611.5	17580.6	594.1	258.7
2225.106	9.335	2964.6	16933.5	189.1	85.5
2233.085	17.478	26573.5	16355.6	352.8	165.1
2247.094	3.228	287.1	9330.4	63.3	50.4
2249.073	3.394	371.7	22285.7	66.7	22.7
2255.069	2.618	168.4	9277.1	51.4	41.4
2267.021	3.151	169.9	11003.3	60.8	41.7
2283.157	5.423	441.0	10064.1	103.5	77.7
2299.148	2.932	207.9	7539.8	55.0	55.6
2305.100	2.281	149.1	4891.2	42.6	66.5
2895.048	2.729	97.4	3589.8	29.1	89.1
2918.260	2.865	228.9	4317.0	30.7	78.5
2932.590	34.652	34488.6	18315.0	376.9	236.2
2948.582	7.502	732.8	12434.8	79.7	72.4
2954.583	3.303	199.6	9306.2	35.2	42.6


