m/z	SN	QualityFactor	Resolution	intensity	area
1011.586	11.870	3080.0	9337.5	369.8	77.8
1045.513	31.359	80142.3	11343.2	962.9	179.7
1067.503	2.663	83.7	4888.2	80.9	35.0
1274.716	2.136	75.2	14203.6	65.1	13.2
1296.681	29.386	24928.9	11860.2	864.7	222.2
1338.835	2.688	129.7	6504.6	78.8	38.1
1352.606	4.001	134.7	12405.5	118.6	31.7
1467.292	2.763	182.3	8143.4	78.9	35.7
1529.740	4.024	195.9	6996.5	111.9	63.7
1570.685	13.454	9992.3	14922.0	379.3	112.8
1666.015	3.071	239.1	6071.3	82.3	63.8
2147.196	22.109	25736.9	14690.7	446.3	213.4
2169.168	3.205	259.1	11731.0	64.3	39.0
2203.122	3.329	286.2	11534.4	64.2	40.4
2211.101	23.697	22293.7	16141.0	453.2	209.9
2225.112	7.589	950.2	12686.9	145.3	84.3
2233.085	16.022	7019.2	14166.2	306.7	161.6
2248.088	4.429	301.6	13367.7	83.8	47.0
2255.075	2.465	114.7	11458.3	46.2	30.2
2267.022	7.771	1041.3	15039.6	144.0	72.9
2271.026	2.126	104.8	10041.8	39.0	29.2
2283.176	13.627	4375.5	13457.1	250.2	145.3
2289.008	2.731	113.5	7959.1	49.4	47.4
2299.182	4.132	302.1	12101.9	74.3	47.4
2305.145	7.624	591.4	11464.4	136.4	93.7
2321.078	2.273	92.2	4677.5	40.3	66.2
2918.183	3.203	79.6	4953.5	24.7	76.9
2932.590	30.785	39184.4	18998.0	341.3	204.5
2948.587	3.348	78.0	10529.6	36.6	38.8
2954.552	3.182	96.0	8471.0	34.6	45.5
2989.499	3.120	131.1	11884.0	33.4	31.9
3323.770	2.464	72.4	10174.6	21.1	28.6
3337.802	4.889	504.1	21990.4	41.8	26.7


