m/z	SN	QualityFactor	Resolution	intensity	area
1011.596	50.658	41967.9	7424.5	7280.2	1952.8
1033.571	3.896	1942.4	7335.4	553.3	156.6
1045.527	55.207	32446.0	6905.2	7754.1	2349.1
1067.530	8.240	8547.1	6112.7	1157.3	406.7
1069.529	2.660	203.6	9301.2	374.8	87.9
1101.459	3.582	80.7	2678.0	491.4	409.0
1153.532	3.302	191.1	805.6	391.0	1196.3
1156.330	2.030	85.7	772.2	236.1	757.1
1171.997	2.372	352.0	251.6	251.5	2590.7
1189.459	2.440	325.7	258.7	256.3	2625.0
1296.682	51.677	38063.6	8512.6	6677.5	2364.1
1318.659	3.606	1660.8	9700.2	465.7	152.4
1338.824	13.249	7920.8	7272.8	1678.7	727.7
1352.615	4.676	1988.4	7506.4	586.8	249.5
1354.609	2.557	98.8	9629.9	322.4	107.1
1467.303	3.059	264.9	6510.3	359.1	203.9
1570.683	27.825	31386.3	9080.0	2992.2	1405.2
1666.013	8.758	2918.8	6420.9	880.6	649.7
2112.016	2.770	283.4	4210.3	186.0	300.2
2132.916	6.722	4219.5	4370.4	438.9	717.6
2147.197	67.410	51679.0	10888.5	4434.3	2907.6
2162.168	3.462	359.5	7495.8	221.5	207.9
2164.189	2.473	73.8	30218.6	159.9	37.1
2169.174	5.363	2047.4	8149.0	342.7	299.3
2185.142	3.760	519.3	11059.5	234.0	152.0
2203.112	10.076	8055.5	11273.6	612.2	399.3
2206.111	2.905	117.2	8044.7	176.3	158.2
2211.102	29.157	29494.0	10828.0	1774.8	1213.7
2225.098	11.507	10234.3	10965.3	686.8	462.6
2233.073	14.439	15133.9	11352.6	863.8	565.4
2248.065	3.949	274.5	7660.0	230.0	222.5
2260.070	2.466	235.4	6992.8	141.7	152.2
2263.073	2.259	47.5	13738.7	130.3	71.4
2267.022	3.497	229.1	5432.6	199.7	274.6
2270.025	2.781	82.2	20371.9	159.3	58.6
2283.167	18.998	8335.0	8954.2	1065.8	905.0
2299.177	8.600	3790.1	8640.7	478.5	426.9
2305.130	5.299	736.0	6570.7	292.5	340.6
2779.440	4.208	385.7	6897.2	149.5	217.8
2779.946	3.083	188.1	16321.8	110.6	72.6
2895.143	3.335	211.9	3057.6	97.6	350.2
2899.297	2.194	84.3	5982.9	69.1	129.3
2918.241	5.150	1982.0	6284.5	159.1	290.3
2932.589	38.157	26384.0	11456.3	1172.6	1152.1
2948.582	10.329	6329.7	10804.4	316.3	330.4
2954.578	3.014	213.2	8128.2	91.2	126.5
2988.509	3.182	229.0	10261.1	93.9	104.9
3309.784	2.129	94.2	5960.6	46.9	115.7
3323.784	8.372	1074.7	7793.1	186.6	330.0
3337.808	14.457	6133.7	10927.6	319.5	409.3


