m/z	SN	QualityFactor	Resolution	intensity	area
1001.497	3.320	272.8	5311.6	361.6	131.0
1011.584	111.627	18656.2	7266.4	12185.0	3310.4
1017.484	2.416	60.1	8793.3	261.0	60.0
1017.959	2.032	117.7	2394.9	219.6	178.4
1020.513	2.296	158.6	3820.7	248.2	128.2
1022.527	3.118	266.3	4108.9	335.8	168.3
1028.494	2.724	94.3	4312.2	293.3	135.8
1030.490	8.410	1218.9	6178.4	913.9	302.6
1033.555	5.252	954.2	6413.7	565.8	183.6
1045.516	388.866	34894.7	7157.2	41688.5	12202.3
1050.835	3.915	161.2	6898.6	419.7	125.9
1059.488	2.520	337.5	5514.3	269.0	103.0
1061.500	3.318	174.2	7097.2	353.5	106.3
1067.508	20.886	16377.6	6784.7	2222.5	709.1
1069.531	3.538	174.2	5858.0	378.0	137.7
1071.570	3.525	267.1	2300.0	373.3	350.7
1073.537	3.833	37.5	11415.4	406.0	77.5
1076.489	3.473	576.8	4687.6	367.7	170.2
1078.478	2.772	167.5	8355.0	296.1	75.8
1079.480	2.157	136.5	4231.5	227.6	117.3
1088.465	2.551	104.4	4604.2	268.0	133.6
1101.450	11.151	2396.6	6663.9	1174.1	399.7
1103.454	5.520	203.1	6971.9	578.5	188.3
1123.441	2.002	57.6	3399.0	209.3	141.7
1201.594	2.260	85.6	9226.0	234.3	66.9
1234.618	2.986	204.6	4327.3	302.7	190.6
1296.682	72.359	54642.7	8760.6	7337.6	2535.9
1298.750	8.897	682.4	7050.9	892.6	378.4
1314.673	11.659	9533.2	7262.1	1167.9	500.1
1318.656	4.515	227.7	8857.9	454.6	159.3
1324.592	2.262	133.2	3490.6	226.0	197.9
1338.823	28.149	40636.2	9015.5	2810.7	988.6
1352.626	5.814	294.5	6643.9	579.9	280.0
1360.702	2.802	283.0	3473.8	277.4	257.3
1467.310	3.435	453.3	7312.4	326.3	164.7
1529.739	4.681	445.7	7399.5	427.2	231.3
1541.867	3.653	280.8	9263.3	329.2	147.3
1546.782	2.163	143.6	10850.5	197.9	76.1
1562.802	2.710	380.4	9974.8	244.9	101.1
1570.683	50.063	36088.5	9985.8	4507.6	1929.1
1625.930	8.733	7738.1	11805.0	767.6	303.3
1666.006	17.208	8492.8	10158.4	1461.0	680.3
1783.910	2.511	179.9	6667.1	202.1	163.4
1905.991	7.733	1271.4	7693.5	589.4	465.5
1940.951	4.847	1272.8	11172.2	351.9	197.5
2112.007	2.576	268.1	3930.4	154.9	268.2
2130.096	2.108	83.8	7121.2	123.2	136.4
2132.921	6.569	1517.4	4575.6	385.3	594.2
2147.196	74.063	61008.0	12077.2	4300.1	2537.1
2163.184	3.138	252.8	6546.0	177.5	191.2
2169.171	4.692	771.7	12247.1	263.5	154.8
2185.140	2.907	323.9	13014.5	162.9	92.2
2196.809	6.419	867.1	5153.8	348.5	498.6
2204.118	5.470	488.0	7859.5	296.4	273.8
2211.102	187.197	39447.5	11898.1	10209.0	6332.5
2225.119	41.210	34540.4	12389.3	2200.4	1323.3
2233.078	57.051	67877.8	12421.1	3079.3	1862.4
2245.246	2.040	60.6	1099.3	88.3	587.1
2248.074	11.752	1880.3	8744.6	616.3	527.3
2250.055	7.649	350.6	26508.3	436.5	123.9
2255.064	5.198	1546.7	13385.7	272.9	157.9
2259.078	2.141	96.1	10166.4	111.5	82.0
2267.028	19.324	3673.0	9523.2	998.3	793.8
2270.028	11.887	3407.5	16926.3	623.8	285.3
2283.176	47.809	40324.6	11933.1	2426.2	1552.6
2299.181	30.290	24981.0	12412.3	1515.6	951.7
2305.107	6.131	457.2	5260.5	304.1	440.0
2321.138	3.812	136.6	4507.5	186.5	319.2
2324.950	3.963	146.3	14169.1	193.2	105.8
2325.466	2.009	59.0	5081.1	97.8	148.7
2339.083	2.243	149.0	6228.1	108.0	135.8
2355.129	2.651	209.4	9308.0	126.4	107.7
2707.402	3.467	385.5	9206.0	112.8	119.3
2779.453	7.569	430.6	7347.9	230.0	314.4
2779.962	8.974	1379.1	19823.9	272.5	148.8
2807.333	2.384	104.2	6046.8	70.4	119.3
2894.888	2.932	150.8	7216.5	74.7	135.1
2918.241	3.900	413.1	4753.6	100.2	235.1
2932.590	43.135	32186.1	12983.1	1109.2	959.2
2948.591	7.006	873.8	12481.2	180.2	161.5
2954.563	2.487	100.7	9701.7	62.7	72.4
2988.511	2.247	95.3	9156.0	55.0	68.4
3309.774	3.348	226.2	6849.6	60.6	125.5
3323.786	12.991	1347.9	10929.5	233.1	296.3
3337.811	21.333	8775.3	12544.9	381.6	431.0
3353.827	2.905	184.8	9259.3	51.5	78.5


