m/z	SN	QualityFactor	Resolution	intensity	area
1011.577	10.133	4706.8	9190.4	576.4	123.6
1045.503	29.590	89022.4	10820.1	1676.8	326.4
1067.491	2.863	280.7	10221.7	162.3	35.1
1101.449	2.468	114.3	6024.0	136.4	52.1
1154.527	2.002	77.0	1197.5	105.0	208.8
1296.682	47.765	23535.1	11567.2	2571.9	695.1
1318.659	2.687	163.5	10407.6	143.7	42.6
1338.826	5.693	619.7	8419.5	304.3	113.0
1466.803	6.587	1382.7	11202.6	342.3	117.4
1467.301	5.496	404.8	8477.7	288.0	125.5
1529.742	7.584	4724.5	12055.1	383.5	129.9
1546.791	2.840	169.6	17069.4	142.9	37.3
1552.719	2.152	146.6	8447.8	108.3	53.1
1561.816	2.724	235.7	12392.0	135.6	48.4
1570.682	38.013	38671.6	10978.3	1878.2	723.4
1625.920	2.216	116.1	6767.3	107.7	71.7
1637.767	2.755	414.9	8243.6	133.5	74.1
1665.998	3.266	230.7	6119.8	156.2	120.0
2112.001	2.844	388.1	4809.9	97.8	138.8
2130.118	2.013	85.0	4784.8	67.9	100.5
2132.923	8.072	1879.3	5197.3	272.4	375.4
2147.198	87.948	166429.2	14009.1	2994.7	1534.5
2163.169	3.528	597.5	12470.7	115.8	67.7
2169.174	6.348	4420.6	15131.9	208.1	102.1
2196.823	2.293	195.6	5472.2	72.6	96.6
2203.110	3.714	429.5	9161.6	116.5	91.8
2211.101	56.797	68876.8	14214.1	1809.7	957.1
2225.116	15.706	25593.0	15658.7	485.0	237.9
2233.078	32.125	31909.3	15068.4	998.0	504.1
2245.658	2.047	58.0	6393.9	61.4	73.7
2247.075	4.637	376.4	9605.0	140.2	108.5
2255.058	2.984	197.1	13764.5	89.0	48.4
2268.005	3.928	293.7	5850.0	115.4	147.8
2270.025	3.690	145.9	26809.5	114.3	33.9
2283.173	23.282	20984.0	14216.2	671.7	366.5
2299.159	5.877	797.8	11036.9	169.7	118.3
2305.158	6.603	813.5	10102.8	187.0	142.0
2321.114	2.174	97.6	6493.7	60.5	71.6
2720.293	2.325	151.9	7709.4	43.5	55.8
2807.323	2.098	80.5	6977.9	35.9	52.9
2895.134	3.433	202.4	3504.1	51.0	160.3
2918.228	5.628	506.1	5731.7	85.8	166.0
2932.589	52.430	22490.0	14357.4	808.9	627.5
2948.593	10.611	1639.8	11735.0	158.9	153.0
2954.573	4.274	495.3	12166.6	63.5	58.8
3323.792	3.362	137.0	9927.3	36.5	50.7
3337.822	7.607	822.5	14875.9	80.8	76.4


