m/z	SN	QualityFactor	Resolution	intensity	area
1011.588	8.252	1278.1	9461.7	245.1	50.6
1045.515	39.573	41234.6	11301.4	1192.1	224.2
1067.500	3.240	240.3	7385.2	94.8	27.1
1078.000	2.274	62.3	6498.1	66.7	22.5
1096.994	2.800	95.9	7220.6	81.7	25.4
1101.456	2.777	45.7	5734.5	80.9	31.7
1102.991	2.804	75.9	6449.4	82.3	28.6
1117.974	2.672	58.5	5700.3	78.0	31.4
1296.680	20.917	20194.9	13315.8	594.3	138.1
1570.686	18.548	19090.5	15415.8	484.2	139.2
2132.879	2.602	160.2	5482.5	48.4	68.1
2147.197	23.348	26760.6	14592.7	444.7	213.7
2169.185	2.516	127.1	9217.7	46.8	35.9
2211.099	15.572	9581.9	14192.2	281.4	146.3
2225.109	3.337	177.2	10222.4	58.7	41.9
2233.079	12.044	16701.0	16476.8	215.9	99.7
2283.172	8.321	1422.1	12494.7	140.6	85.9
2305.160	3.391	120.2	12203.1	56.5	35.8
2932.590	6.841	488.4	12827.3	72.4	63.0
3338.803	2.730	118.1	9940.0	22.4	31.5


