m/z	SN	QualityFactor	Resolution	intensity	area
1011.598	50.404	21536.2	6304.3	6634.5	2073.2
1017.969	2.650	93.4	2472.3	347.9	274.7
1033.571	2.498	344.9	6479.1	329.0	103.1
1045.533	86.975	37887.9	6480.8	11405.8	3687.4
1067.536	9.422	3825.3	5511.0	1213.8	471.1
1069.555	2.441	123.8	4074.9	315.0	164.9
1101.474	5.677	666.9	4333.5	723.5	376.3
1103.479	2.292	79.2	3514.3	291.2	185.9
1123.503	2.150	133.6	2485.1	270.1	249.6
1152.364	2.923	65.3	3576.9	363.0	268.2
1154.660	2.388	115.1	588.3	235.8	1011.7
1172.556	2.060	443.9	251.8	201.1	2070.5
1189.342	2.711	142.5	446.6	251.9	1497.5
1296.683	48.068	58158.2	8770.8	5718.6	1968.3
1298.753	5.906	665.8	8054.1	697.1	259.5
1314.668	5.660	4227.3	8036.2	671.3	258.9
1318.654	2.552	414.4	6210.5	299.2	147.6
1324.621	2.216	295.9	2106.4	259.1	378.4
1338.818	31.543	20111.4	8085.6	3684.4	1437.5
1352.621	3.545	153.5	5100.4	412.6	257.9
1354.616	3.298	144.7	6959.7	384.0	175.8
1529.726	3.306	269.4	3758.0	347.3	367.7
1570.680	23.240	21403.6	9065.3	2396.5	1125.1
1625.930	4.588	480.5	5964.6	450.8	341.4
1666.009	21.507	17647.8	8932.6	2059.7	1101.4
2112.025	3.434	690.3	6503.8	225.5	240.0
2132.915	6.253	2714.4	4792.3	398.8	592.4
2147.197	56.368	36056.8	10723.6	3566.2	2373.0
2163.170	3.176	257.2	5777.5	197.6	241.0
2169.142	3.023	395.8	5870.8	186.4	228.6
2185.127	2.619	113.3	8279.1	158.6	136.5
2196.831	3.228	607.9	4953.2	190.6	297.1
2203.113	10.525	6071.6	10459.2	630.6	443.5
2206.122	3.834	74.7	8050.2	228.2	205.5
2211.104	72.559	47142.1	11054.6	4327.2	2915.2
2225.109	19.036	30426.4	11515.2	1113.4	722.8
2233.072	30.195	40114.3	11268.3	1749.8	1164.2
2245.725	3.739	183.9	4086.8	203.6	402.4
2248.066	7.785	1262.5	8350.6	443.0	395.6
2255.057	2.503	64.1	34372.0	141.7	31.5
2259.060	3.049	181.3	9539.7	173.3	136.7
2267.021	11.895	2159.1	7159.4	666.6	701.1
2270.014	5.174	660.1	10538.1	289.5	206.0
2283.173	32.462	23012.6	10072.0	1798.1	1374.3
2299.169	15.491	6225.9	10507.0	850.5	622.6
2305.119	7.209	566.4	5914.9	392.2	506.8
2320.159	4.114	235.5	13967.4	221.8	123.7
2323.007	3.449	314.7	4164.8	183.9	342.4
2326.940	2.180	137.8	10732.7	117.5	85.1
2707.391	2.608	193.6	9260.2	96.7	101.9
2779.436	5.133	406.5	5820.5	177.6	307.6
2779.957	3.901	385.7	18910.7	135.8	77.0
2932.589	13.113	4770.0	9336.9	392.1	466.4
2949.582	2.181	114.3	6186.5	64.3	115.5
3309.762	2.557	125.2	6000.3	53.6	128.7
3323.779	9.626	1303.9	7718.7	202.9	363.8
3337.806	16.093	8249.2	9873.1	336.1	479.3
3353.796	2.044	64.1	7093.0	42.2	83.3


