m/z	SN	QualityFactor	Resolution	intensity	area
1011.586	55.908	26337.0	8062.9	4153.1	1019.5
1033.564	5.338	3280.3	7935.7	389.7	102.1
1045.520	68.953	34426.0	8315.1	5009.4	1266.1
1067.519	9.968	4248.0	6438.9	722.7	242.6
1089.489	2.131	144.0	5076.9	154.2	67.6
1101.460	3.378	220.5	3660.3	243.9	149.5
1103.469	2.357	57.0	5978.6	171.6	64.5
1123.480	2.477	175.8	4057.5	178.2	102.5
1274.670	2.612	137.0	6722.9	183.8	80.6
1296.683	65.570	84271.6	10003.7	4673.9	1435.7
1314.679	6.760	3924.6	8004.7	469.4	181.1
1318.664	5.288	524.1	8441.1	369.3	134.7
1325.705	2.178	165.5	2542.9	151.3	183.4
1338.818	20.956	14023.8	8594.4	1452.0	533.0
1352.618	5.122	206.7	6191.0	353.5	182.9
1360.763	2.075	167.8	2745.9	143.2	166.3
1432.647	2.716	150.9	5756.5	183.2	112.7
1464.696	2.299	35.4	3675.8	153.4	153.8
1467.313	6.023	873.2	9259.8	406.0	161.8
1501.738	8.724	3176.6	9597.8	570.5	230.9
1517.745	3.886	973.8	10563.3	251.5	93.6
1520.741	2.050	140.6	5987.8	132.5	87.4
1529.733	6.828	4300.9	9039.1	439.8	196.8
1570.680	45.796	32260.6	10478.5	2961.8	1202.6
1572.700	19.655	19986.5	11783.4	1249.5	454.7
1592.673	3.211	233.2	6566.3	201.8	132.9
1625.917	2.690	169.2	5479.5	165.7	134.9
1637.770	7.149	3508.5	11954.0	448.8	172.6
1666.010	12.027	20170.6	12037.4	739.2	298.0
1886.897	2.648	287.0	11947.5	149.0	74.9
1963.853	3.222	289.4	8161.7	166.1	127.4
2112.023	2.166	161.7	4631.0	95.2	139.9
2132.934	6.460	847.3	4105.4	276.6	472.1
2147.197	91.212	27701.9	12126.9	3886.8	2245.7
2163.170	3.472	343.7	6704.4	145.3	151.7
2169.174	8.723	6106.6	11561.3	362.7	224.7
2185.150	5.394	1857.5	17049.4	221.6	95.0
2203.113	8.800	5640.4	11526.3	354.3	224.2
2205.122	3.121	254.9	22338.8	130.1	41.4
2211.103	62.449	41982.7	12733.3	2527.5	1455.4
2225.110	17.888	16150.1	13528.9	704.7	388.4
2233.081	34.463	40169.6	13178.3	1376.6	783.9
2248.073	7.535	1043.0	9367.5	291.7	231.5
2250.056	3.691	131.0	30702.6	159.5	38.7
2255.071	2.454	162.3	10654.5	95.6	66.8
2259.052	2.106	56.5	16720.4	82.3	36.6
2267.034	6.374	351.8	6535.0	243.0	279.1
2270.035	5.497	795.4	18940.2	209.8	83.2
2283.172	34.491	19235.8	12462.3	1292.7	787.1
2299.170	10.032	3371.1	11043.4	371.5	259.1
2305.156	14.531	13155.3	13525.2	540.8	316.2
2321.121	3.601	232.6	6013.5	130.2	166.6
2707.414	2.460	173.9	6117.2	62.7	99.9
2779.448	8.760	442.7	8070.7	208.1	258.9
2779.946	6.720	1150.9	15745.9	162.8	109.4
2787.946	2.078	39.3	16652.3	49.1	31.0
2896.106	3.631	287.6	4628.2	74.7	182.5
2918.249	3.797	146.6	4637.5	78.3	184.8
2932.589	50.677	18815.8	13292.9	1043.7	876.7
2948.583	8.251	1620.1	11196.0	167.3	167.5
2954.567	5.152	602.4	11206.2	103.9	104.2
2988.535	2.921	158.3	7745.9	56.9	84.3
3309.752	2.966	123.5	9956.1	43.8	60.3
3323.780	12.431	2212.6	10900.5	181.2	229.9
3337.807	19.709	14459.2	13525.2	284.1	297.4


