m/z	SN	QualityFactor	Resolution	intensity	area
1011.575	44.476	17021.1	7445.9	4118.0	1098.8
1028.490	2.234	145.1	4534.1	203.7	90.4
1033.547	3.111	331.3	6264.8	282.7	92.4
1045.507	75.069	14567.2	7022.4	6796.2	2017.5
1049.515	2.236	165.5	3464.2	202.6	120.5
1068.511	5.233	436.6	5377.9	472.7	188.4
1101.463	3.784	227.3	3651.6	338.2	208.2
1235.599	2.132	148.7	4724.7	187.4	107.5
1274.694	2.457	199.8	7256.9	215.2	86.3
1296.680	52.080	25379.1	7803.0	4553.0	1755.0
1298.744	7.382	432.3	6234.4	645.2	307.1
1314.665	7.771	4251.5	7086.8	675.4	294.0
1318.664	5.864	1295.3	8911.5	509.3	183.3
1338.818	14.279	6118.6	7400.7	1243.8	524.3
1352.631	4.039	406.3	5752.8	348.5	194.8
1354.618	3.878	140.7	11241.4	341.5	99.1
1428.738	2.156	135.0	9566.1	182.2	72.8
1529.744	9.940	4600.4	8746.6	800.1	368.1
1554.743	3.681	340.5	6972.1	292.9	172.8
1562.788	2.071	302.2	8642.9	163.5	78.6
1570.687	43.978	43514.5	9509.5	3469.2	1561.8
1580.775	2.617	131.8	16200.1	207.9	58.8
1592.677	2.387	342.2	6003.7	187.0	134.9
1625.924	6.795	7741.8	10431.6	531.8	232.5
1666.000	10.122	8478.9	10639.2	774.3	353.0
1940.957	2.074	250.8	6869.8	139.0	125.5
1962.891	2.493	185.1	5350.5	163.7	190.7
2132.935	6.649	1396.9	4764.9	357.0	542.0
2147.194	72.277	33420.5	11020.8	3893.0	2502.7
2169.178	5.959	2894.0	10218.2	314.8	219.7
2196.844	2.983	444.5	3748.9	145.8	296.0
2203.121	7.311	1965.9	11759.9	370.6	232.2
2211.101	90.470	29526.8	10698.9	4604.8	3164.1
2225.122	26.359	26705.0	11528.3	1330.7	862.6
2233.079	64.983	35655.1	11600.5	3238.7	2089.4
2245.654	3.638	91.6	6104.7	178.8	220.4
2247.086	12.452	2849.8	8850.3	610.4	513.6
2249.056	12.077	1150.7	19692.3	598.6	227.4
2255.061	7.245	3990.9	11386.2	356.3	233.9
2262.059	3.079	55.0	15635.6	151.7	76.5
2266.053	5.007	79.9	7198.6	242.9	250.2
2267.600	3.939	44.4	16818.0	191.0	91.2
2268.018	9.793	525.6	5953.3	472.2	595.4
2271.024	5.956	581.8	16676.0	294.0	134.2
2283.180	36.216	37051.0	11403.1	1732.5	1159.3
2289.008	4.899	371.5	7000.1	233.0	253.6
2292.016	2.389	102.3	16347.6	113.8	53.3
2298.663	2.624	43.0	8002.5	124.0	126.7
2299.167	12.284	2366.1	9740.7	577.7	453.0
2305.135	13.149	1970.8	7441.2	615.2	632.8
2321.127	6.072	560.4	7088.0	281.3	307.4
2323.933	3.186	123.2	17128.1	148.9	67.6
2325.990	2.238	173.0	5502.6	102.8	146.1
2707.391	2.175	104.1	9586.9	68.8	69.5
2720.264	2.656	245.0	14236.8	82.9	56.9
2779.437	6.553	358.8	6935.3	194.4	282.4
2779.949	5.883	663.4	14376.9	174.6	130.9
2807.304	2.105	63.4	6927.6	60.5	89.5
2896.011	2.302	134.3	2541.3	53.3	227.0
2918.228	5.288	469.2	5810.7	135.0	261.3
2932.590	40.251	19665.3	10771.0	1020.1	1063.0
2948.592	6.197	626.2	7532.3	155.0	229.6
2954.573	3.672	351.8	9147.8	91.7	113.1
2989.533	2.530	105.6	13243.7	60.9	52.7
3323.774	12.554	1604.3	9133.1	220.2	335.0
3337.786	20.277	8241.1	11368.2	351.7	435.0
3353.789	2.052	84.2	6368.6	35.2	77.4


