m/z	SN	QualityFactor	Resolution	intensity	area
1011.593	16.118	14966.2	8845.1	1306.5	291.3
1028.494	3.516	200.9	5003.9	282.5	113.3
1045.520	52.878	31303.0	8904.7	4328.1	1009.2
1067.518	4.790	733.5	6546.2	387.3	127.2
1101.485	2.555	141.6	5461.9	207.4	86.2
1105.520	2.373	178.1	5818.6	193.0	74.5
1143.608	3.358	378.9	8158.9	278.0	81.7
1198.687	4.782	316.2	7536.0	389.8	133.3
1203.605	2.066	88.1	9155.8	168.0	47.1
1220.625	2.549	177.5	9660.9	208.3	61.0
1234.620	2.080	112.9	4753.1	168.5	96.2
1267.654	3.661	213.7	9579.6	294.7	89.8
1292.651	2.835	53.7	8208.3	226.4	81.5
1296.682	53.541	20223.7	11632.4	4285.3	1143.9
1314.665	4.018	1166.7	8902.3	320.3	111.4
1318.663	3.961	260.8	11084.7	320.8	90.1
1334.660	2.600	112.1	10573.8	206.3	62.2
1338.815	5.894	2225.1	9622.4	472.5	159.6
1352.634	2.540	181.7	6124.3	202.5	105.1
1377.670	2.759	327.3	6168.5	217.7	117.9
1390.770	2.438	159.4	10637.1	192.0	60.2
1399.677	2.146	116.8	4454.8	168.2	126.4
1406.714	5.208	1525.2	11993.3	418.5	123.9
1410.728	2.716	192.9	9771.2	213.6	75.9
1414.749	2.479	231.4	10463.1	193.7	63.2
1428.721	13.430	9231.0	11868.4	1048.8	328.2
1450.729	2.068	90.4	11309.2	160.5	51.4
1459.705	4.153	319.5	9573.0	324.1	125.3
1467.299	6.951	954.6	7796.2	535.4	253.4
1474.767	2.185	82.4	5186.8	168.0	119.2
1487.746	2.250	88.2	11117.6	173.5	61.6
1494.754	6.817	683.1	10558.6	520.7	194.5
1497.786	2.552	283.6	13010.6	201.1	61.6
1501.757	2.517	132.8	9578.6	192.8	77.6
1510.728	4.219	659.3	11531.3	321.2	113.9
1522.786	2.170	92.6	10587.4	164.6	61.9
1529.748	10.759	10880.3	13232.8	842.3	268.6
1546.824	2.059	55.3	11521.1	155.1	53.9
1552.689	2.146	82.5	14176.1	162.1	47.7
1554.761	7.039	2432.8	9456.7	528.5	231.6
1570.683	45.450	21736.2	10538.8	3448.3	1385.4
1580.782	4.016	466.8	15990.3	298.5	84.7
1628.819	3.320	280.4	8572.4	242.7	126.8
1666.022	2.097	161.3	10133.0	151.6	70.4
1776.911	2.088	127.9	13434.7	142.7	57.4
1905.991	3.797	515.4	7308.5	233.7	195.1
2112.002	2.270	287.2	4152.2	106.4	174.6
2132.927	5.512	1631.8	4830.3	251.2	377.0
2147.196	63.314	162895.3	13570.2	2869.8	1513.4
2162.168	3.214	91.7	11640.6	143.0	88.6
2169.162	6.846	2007.8	12626.9	303.9	178.6
2185.140	3.005	381.9	12902.2	132.1	73.8
2203.115	6.350	1863.4	14422.3	269.2	138.5
2211.103	55.297	139564.6	14523.7	2369.2	1225.3
2225.113	15.122	12204.7	12815.6	624.6	362.6
2233.081	28.219	48210.1	14222.8	1176.7	621.7
2247.087	6.321	537.3	9024.5	255.7	211.2
2250.056	2.241	167.7	12250.4	91.5	55.3
2255.064	4.266	734.8	16044.0	173.5	84.5
2268.027	4.237	402.6	8286.9	167.0	151.9
2271.037	2.101	101.8	10246.6	83.2	61.2
2283.171	14.676	16711.3	14314.3	571.6	308.4
2289.012	2.746	236.0	9801.4	106.7	83.1
2299.150	3.544	279.2	8610.5	135.7	120.5
2305.148	5.765	614.3	9705.2	220.4	173.9
2320.139	2.102	91.3	7629.4	78.6	79.4
2779.427	3.690	286.6	7229.9	83.9	116.6
2779.950	4.386	471.4	17519.2	100.6	60.6
2895.184	3.395	241.4	2840.7	62.5	240.4
2898.298	2.391	152.7	4620.9	48.3	112.9
2918.253	7.027	667.7	5687.0	138.5	274.8
2932.589	73.268	34940.3	14219.2	1439.5	1137.6
2948.583	13.368	3325.7	12779.6	261.5	228.0
2954.572	7.663	3727.1	17760.6	152.0	98.3
2988.530	3.999	267.7	14650.8	74.7	58.9
3323.776	3.659	209.5	6509.5	50.5	106.6
3337.793	8.991	1179.0	12617.1	122.2	136.7


