m/z	SN	QualityFactor	Resolution	intensity	area
1011.589	11.525	10883.7	6624.0	1371.0	409.2
1045.521	107.983	36132.2	6954.7	12821.8	3864.4
1067.515	6.051	4519.2	6037.4	710.3	250.3
1078.447	2.115	53.9	2672.0	246.8	198.6
1095.979	2.142	56.7	3901.7	247.5	140.3
1101.459	4.911	192.4	3536.9	566.6	355.7
1103.463	2.637	83.5	3489.0	303.9	194.9
1117.958	2.089	76.6	2420.9	239.4	227.8
1153.583	3.001	138.1	562.7	268.6	1204.0
1171.838	2.170	387.8	251.5	193.9	1997.5
1189.684	2.231	388.9	254.6	197.2	2059.5
1296.681	34.934	58193.9	8616.1	3784.1	1327.6
1338.822	5.368	1988.2	9162.5	582.3	201.5
1352.604	4.078	684.4	12233.0	435.7	119.4
1501.751	8.438	9242.8	8733.9	817.6	366.8
1529.751	2.243	156.2	3689.1	213.6	230.6
1570.684	40.162	50773.7	9504.4	3701.6	1669.0
1665.983	2.258	135.8	4238.9	196.2	218.1
2033.085	2.162	205.5	7570.5	139.1	123.0
2112.025	2.068	225.3	3218.6	122.4	258.5
2132.945	5.688	2239.4	4363.9	330.8	535.1
2147.196	56.293	31319.3	10457.0	3281.7	2218.4
2163.186	2.593	165.3	6415.5	147.6	162.2
2169.177	4.649	3553.8	10552.3	265.5	184.0
2185.149	3.210	289.2	14184.9	178.1	90.8
2196.851	2.031	173.3	4168.5	108.3	197.6
2203.119	7.790	4127.8	9906.7	425.9	313.2
2206.112	2.794	52.6	6313.6	151.4	173.2
2211.101	50.879	22152.7	10535.4	2761.0	1923.5
2225.123	14.356	20645.2	10831.5	767.8	529.2
2233.078	19.325	22289.3	11116.6	1020.3	685.0
2245.753	2.880	177.3	4773.7	143.9	249.0
2248.071	4.931	438.9	7338.1	257.5	260.3
2260.062	2.429	98.5	6757.3	124.9	138.5
2267.026	8.301	1592.9	7062.3	425.9	452.1
2270.020	3.337	253.8	11481.0	170.8	111.5
2283.173	17.668	11976.0	8559.7	891.6	796.5
2289.015	2.090	138.4	3917.7	104.2	201.3
2299.176	9.991	5527.5	10448.3	499.1	368.8
2305.109	4.481	533.1	5043.0	221.7	337.5
2321.117	2.161	99.5	5004.4	105.0	161.1
2323.955	2.292	123.0	7938.8	111.2	108.6
2779.907	3.949	153.6	6008.6	129.7	218.1
2896.040	3.116	202.4	4233.5	90.3	236.3
2918.280	3.117	227.0	5261.0	90.4	190.8
2932.590	29.953	27358.8	11458.8	874.3	859.8
2948.604	6.917	2446.3	8886.8	198.6	253.0
2954.570	2.570	95.1	10832.7	72.9	75.2
2988.548	2.363	85.2	7003.2	65.0	107.0
3323.772	5.110	359.5	6583.7	108.7	227.1
3337.771	9.851	3159.3	10203.5	207.0	283.6


