m/z	SN	QualityFactor	Resolution	intensity	area
1011.553	2.285	115.5	4486.8	193.0	83.5
1028.463	3.721	260.7	4772.5	316.5	133.4
1045.498	18.529	8264.8	9319.4	1595.9	354.8
1067.481	2.296	133.8	8867.3	202.6	49.8
1081.499	2.502	198.1	6165.6	219.7	77.2
1143.589	2.517	270.1	6950.5	224.1	76.1
1198.676	5.861	1877.7	9642.5	525.2	147.5
1220.626	3.216	525.5	9786.6	290.5	82.1
1251.662	2.041	137.1	8209.9	183.1	61.6
1292.654	2.328	138.2	11100.9	213.0	57.5
1296.676	7.054	2604.9	11072.6	633.1	179.3
1314.656	3.243	356.0	9300.1	289.3	100.3
1325.726	3.453	769.5	8756.5	310.9	110.4
1334.661	2.416	190.9	7288.6	216.2	92.3
1341.722	2.545	181.3	8017.0	226.2	87.7
1354.640	2.809	478.7	8802.3	249.4	92.9
1390.748	2.490	224.7	11207.9	226.8	69.9
1399.685	2.072	85.9	7068.9	185.5	87.3
1406.706	7.585	7814.7	11345.5	690.1	219.1
1410.725	4.882	1187.6	10465.3	433.5	148.2
1428.711	11.574	8598.8	8969.9	1023.3	407.8
1433.721	2.177	124.2	8667.2	192.3	78.8
1442.717	2.424	96.7	9245.2	214.9	83.6
1449.750	2.303	215.6	5316.2	203.3	137.2
1466.748	2.020	190.9	6613.4	178.8	98.7
1473.771	2.318	72.9	10546.6	204.0	72.4
1487.739	3.232	328.9	11346.7	284.3	98.7
1494.700	2.393	41.2	25485.7	209.6	31.0
1495.773	8.252	4881.1	10161.0	727.2	284.2
1501.744	2.491	161.7	7173.8	218.7	117.3
1510.732	2.668	166.1	7674.2	233.8	118.6
1517.755	2.050	167.9	6751.5	179.3	104.3
1522.758	3.149	366.1	12187.0	273.7	91.9
1529.739	9.829	14540.4	10158.2	858.0	342.9
1554.749	15.804	33000.1	10584.3	1381.6	546.9
1566.784	3.490	255.5	9366.2	302.2	133.8
1570.695	8.322	1382.8	6678.1	716.3	453.9
1572.671	3.089	113.5	17240.4	265.7	64.6
1580.763	6.303	3197.4	11545.0	552.3	210.7
1612.902	2.889	156.4	6957.2	247.6	157.3
1646.812	3.566	854.2	9997.3	299.8	138.9
1694.708	3.864	401.3	7678.9	321.4	204.9
1739.916	2.873	292.8	6769.6	231.2	174.6
1752.882	2.167	261.7	9253.3	173.0	99.5
1763.857	2.626	235.4	8598.4	208.1	128.3
1776.875	2.020	133.8	11291.5	161.9	78.6
1836.804	3.120	359.8	8772.4	236.2	154.3
1905.978	2.930	535.9	7853.6	201.4	156.3
1936.036	2.498	656.0	12158.8	165.9	86.7
2010.077	2.857	311.2	10862.2	169.3	103.8
2147.189	10.696	25271.6	14323.0	527.4	263.1
2211.100	7.052	6545.1	13174.0	313.9	173.8
2225.110	2.130	182.5	6331.2	93.3	107.8
2233.074	3.920	603.7	10777.9	168.9	115.4
2423.072	2.621	166.8	8187.4	85.6	85.8
2932.592	7.607	3236.9	13170.9	132.7	112.3


