m/z	SN	QualityFactor	Resolution	intensity	area
1011.587	10.496	2840.0	8791.5	417.8	93.1
1045.517	37.069	19033.7	9343.8	1436.5	317.2
1067.522	5.268	953.5	8673.7	206.0	51.8
1101.448	2.500	144.8	3945.9	95.8	53.9
1101.993	2.095	91.9	3076.4	80.1	58.6
1296.683	68.434	71331.5	12183.0	2596.4	661.4
1318.659	6.680	5266.1	13544.1	255.7	60.3
1338.830	8.770	6338.0	12687.9	333.0	86.8
1352.605	5.541	575.6	9480.2	206.4	69.7
1355.620	2.142	54.9	9411.6	79.6	27.0
1466.810	2.369	225.0	6180.2	83.1	50.0
1562.805	2.175	133.4	15924.8	75.8	20.6
1570.681	46.744	49674.1	14616.9	1616.3	488.0
1592.667	2.929	235.3	7868.3	97.8	53.5
1598.668	2.666	216.4	13484.5	88.8	28.5
2132.931	3.469	336.4	4122.7	81.3	137.2
2147.196	39.746	27387.5	12987.3	923.6	501.9
2169.181	5.219	1382.4	19524.8	119.4	45.3
2204.121	5.935	2359.5	13360.7	131.7	72.4
2211.103	14.126	6480.0	13776.1	312.4	165.4
2225.111	4.673	725.2	11617.2	103.5	65.6
2233.082	11.466	8228.1	14010.5	250.7	134.1
2248.090	3.122	193.7	9632.9	67.5	52.3
2269.033	2.478	140.0	9637.1	52.5	41.2
2283.167	3.871	327.2	7016.3	80.6	87.3
2305.153	3.052	197.0	7485.6	62.4	64.4
2918.289	2.880	115.7	4734.6	36.7	87.5
2932.589	32.663	19714.8	15897.8	420.4	295.9
2948.577	4.753	370.4	10216.6	61.0	66.7
2954.565	3.297	126.1	11969.4	42.4	39.8
3337.827	2.337	90.2	10841.9	22.7	29.3


