m/z	SN	QualityFactor	Resolution	intensity	area
1011.590	37.468	24098.0	8059.9	3028.5	741.6
1030.480	2.034	125.6	4482.2	161.6	72.1
1033.552	2.174	271.0	5326.7	173.0	66.3
1045.516	99.774	18047.7	7736.5	7972.1	2132.9
1067.507	8.729	2472.3	6748.1	695.9	220.3
1101.455	4.028	234.5	4690.7	315.0	150.5
1103.465	2.151	67.8	5642.4	167.6	67.3
1229.852	2.001	33.8	2384.2	152.8	171.7
1296.681	61.645	50989.5	9890.3	4638.3	1415.4
1314.683	5.018	2088.8	7653.8	376.3	152.0
1318.654	4.703	564.1	8698.3	352.5	128.0
1338.819	16.691	11657.2	9340.2	1256.0	423.4
1352.610	5.567	353.1	8276.5	420.1	161.5
1529.747	3.631	431.2	7739.3	257.1	133.3
1541.879	2.961	430.5	9483.0	208.0	91.1
1570.686	49.781	52995.0	11290.7	3509.9	1327.2
1592.669	2.960	248.8	5914.7	203.6	148.6
1666.004	12.110	16556.1	11997.6	810.2	326.2
2112.014	4.186	609.9	5426.7	211.5	267.0
2132.926	8.522	2147.9	4977.2	422.1	598.1
2147.195	89.920	31849.0	12169.2	4397.0	2527.9
2163.184	3.562	566.7	7784.8	171.5	155.9
2169.176	8.862	11667.4	14849.8	424.3	208.0
2179.172	2.086	97.8	11683.7	99.1	61.3
2185.141	5.682	1940.3	14509.2	274.5	141.5
2196.825	3.738	793.0	4797.2	170.6	277.4
2203.117	9.022	3457.4	11903.3	419.9	257.8
2206.115	5.939	115.4	16765.0	285.0	125.4
2211.101	108.803	54733.1	13211.3	5037.5	2799.3
2225.115	31.395	70390.1	14153.8	1432.9	752.8
2233.082	54.662	60092.9	14960.7	2549.8	1289.5
2245.694	4.119	233.5	6451.1	185.2	215.2
2247.084	9.728	2679.4	10773.0	442.1	304.2
2249.054	8.512	901.5	14032.0	386.8	204.4
2255.062	4.859	566.6	12858.1	217.2	125.3
2261.064	2.438	33.3	12406.6	109.4	66.5
2268.014	10.977	1702.3	8705.4	488.8	421.0
2269.556	2.662	77.4	6708.6	117.4	138.1
2271.030	5.114	365.8	15148.4	228.9	113.9
2283.174	28.655	34968.6	14315.2	1255.8	681.2
2288.999	4.938	476.7	11141.0	214.5	147.4
2292.008	2.354	146.6	25822.8	103.9	30.6
2299.170	19.304	20137.7	14790.7	842.0	441.6
2305.155	8.984	1988.7	11201.4	392.0	272.2
2321.107	4.003	230.4	5966.4	170.8	220.2
2324.944	2.656	116.4	7071.4	112.4	123.3
2355.107	2.020	37.5	17279.6	85.5	38.9
2707.397	2.794	250.1	13845.8	84.0	58.7
2779.423	5.685	271.1	8756.3	160.5	183.8
2779.932	6.812	1730.4	17200.8	193.0	120.3
2895.682	2.678	116.0	1916.7	48.7	287.7
2918.210	5.340	658.9	5616.7	129.8	261.7
2932.590	47.552	31546.3	13329.7	1154.8	978.6
2948.579	7.634	898.9	11162.5	184.4	185.1
2954.573	4.903	824.9	16061.0	118.8	82.8
2970.557	2.217	114.2	14217.7	52.2	41.3
2988.512	2.832	122.1	12202.9	66.3	61.9
3309.725	2.273	100.2	7898.4	40.2	69.7
3323.764	10.837	1976.5	11666.3	188.5	224.0
3337.779	18.590	9036.6	14154.7	320.0	317.0
3353.787	3.198	166.9	14811.8	54.7	52.0


