m/z	SN	QualityFactor	Resolution	intensity	area
1011.574	3.511	307.7	6067.5	123.1	39.4
1045.518	11.211	8690.8	8452.7	391.7	96.7
1296.680	2.732	157.1	7338.1	92.5	37.0
1570.686	5.681	1072.1	10561.2	178.2	70.9
2147.193	8.439	5577.7	14275.3	186.9	91.7
2211.103	14.782	18438.6	14661.2	316.2	158.9
2225.101	4.596	1054.3	16987.6	97.2	43.7
2233.080	9.896	13161.8	13603.0	207.2	114.7
2283.150	3.300	214.5	9315.0	65.1	52.8
2305.100	2.225	117.1	6180.5	43.1	53.1
2932.590	23.794	41838.3	17721.9	291.0	187.2
2948.579	2.321	69.7	11326.8	27.9	27.4


