m/z	SN	QualityFactor	Resolution	intensity	area
1011.602	26.620	16052.4	5947.4	3474.8	1157.9
1033.596	2.300	280.3	5327.3	295.7	114.9
1045.529	76.211	23913.7	6017.4	9797.8	3405.4
1067.526	6.940	1853.3	4847.2	883.4	388.5
1101.473	3.440	105.3	2646.5	431.9	363.9
1103.489	2.418	117.3	5130.7	303.6	133.4
1296.681	64.946	34846.5	7183.7	7716.4	3223.8
1318.665	3.717	407.0	6825.1	440.7	198.6
1338.820	9.827	2849.2	5942.4	1163.3	612.4
1352.614	5.602	637.8	5924.0	662.4	358.1
1467.297	2.177	157.7	4565.5	242.2	194.5
1501.741	4.430	1065.4	7395.9	478.2	249.6
1529.731	4.350	673.7	6822.6	463.7	271.0
1570.685	61.428	41130.9	9016.3	6365.0	3023.0
1592.666	3.904	934.1	7076.1	397.7	244.3
1598.675	2.552	487.4	6917.6	259.7	164.6
1666.000	6.694	1549.8	6426.4	653.8	481.3
2112.015	4.037	589.7	4866.9	273.1	383.9
2130.108	2.813	236.8	6940.4	185.4	204.9
2132.920	10.696	8366.7	4525.4	703.3	1108.6
2147.194	100.432	53690.6	10180.0	6550.0	4595.2
2163.194	3.996	485.5	5496.9	256.8	331.2
2169.166	7.695	11097.4	11415.6	494.1	309.4
2185.141	5.223	4514.3	12203.3	333.3	203.1
2188.770	3.234	671.2	3852.3	159.4	444.8
2196.012	2.327	202.8	2398.2	132.0	400.3
2203.115	15.295	8503.8	9635.3	942.8	719.0
2206.107	7.009	268.9	8988.7	431.4	348.9
2211.103	76.634	36535.1	10001.1	4710.0	3496.8
2225.110	20.581	18030.4	9514.7	1244.5	973.7
2233.075	33.305	34791.3	10300.1	2003.1	1461.3
2245.686	3.697	164.1	3352.3	189.6	488.1
2248.063	8.472	1935.4	7066.6	501.5	532.0
2255.043	2.921	203.9	8740.5	173.2	147.9
2259.064	5.822	1548.0	8512.3	341.6	303.1
2262.051	4.021	78.6	11308.6	235.3	156.5
2266.046	4.681	93.6	5742.6	272.3	352.3
2268.012	10.645	2497.5	6838.6	620.6	686.2
2271.011	5.190	714.3	18920.9	305.7	126.7
2283.165	30.540	22037.7	8945.5	1765.4	1517.9
2289.017	3.915	488.2	4988.6	223.1	340.5
2299.161	13.763	9767.1	9941.4	780.5	604.1
2305.118	9.795	4158.7	7408.1	550.7	570.2
2320.143	2.408	99.2	4363.1	133.0	238.5
2323.008	2.799	218.0	4107.1	154.5	291.4
2325.941	2.050	45.4	12324.4	113.1	71.3
2707.400	3.085	308.2	7963.9	118.7	144.5
2779.436	6.677	288.2	6877.5	243.4	356.2
2779.953	7.426	1189.9	16722.8	274.9	177.0
2897.141	2.678	175.0	5770.9	85.1	178.6
2918.248	4.095	666.0	5410.0	131.1	273.5
2932.590	30.420	18355.8	10071.4	974.5	1086.2
2948.580	3.950	320.0	7589.8	125.0	183.8
2954.569	2.598	186.6	6013.2	81.6	152.1
2989.516	2.770	230.2	6558.2	84.4	148.7
3309.715	3.161	212.0	5666.1	72.3	184.9
3323.778	10.707	1788.0	7461.5	247.7	459.5
3337.800	15.730	5003.7	8956.5	358.8	561.3


