m/z	SN	QualityFactor	Resolution	intensity	area
1011.603	29.353	33049.1	10297.4	1526.6	299.5
1033.584	2.874	379.4	10136.5	147.7	31.0
1045.530	72.974	49438.5	9279.7	3735.4	843.4
1067.523	7.457	4377.4	10674.9	380.0	77.3
1084.020	2.359	74.9	7284.1	119.2	35.9
1095.987	2.437	136.3	7707.9	122.2	35.4
1097.999	3.015	55.4	9931.8	151.2	34.3
1101.470	3.068	195.5	3102.4	153.7	110.5
1102.009	3.672	198.1	6125.4	183.8	68.0
1153.208	3.151	166.1	3409.7	156.6	132.9
1296.680	22.603	23813.9	10552.6	1097.8	309.8
1338.825	7.208	7659.0	13469.0	348.0	82.4
1570.686	18.595	27885.7	11647.7	844.1	308.9
1592.659	2.061	116.3	9620.5	91.1	41.0
1666.015	2.230	126.9	5275.3	96.7	86.1
2132.910	2.747	239.8	3298.0	87.2	183.2
2147.196	39.760	65145.4	15385.2	1263.3	592.2
2169.165	3.291	237.7	9852.9	102.7	74.1
2185.133	3.243	298.7	12190.9	100.0	59.5
2203.110	3.771	226.5	11572.5	115.3	72.3
2211.099	53.923	40528.5	14018.7	1629.1	850.5
2225.117	14.598	25800.3	16322.9	434.4	200.1
2233.082	29.314	66220.5	15664.3	894.1	433.1
2246.095	2.057	65.6	7010.0	59.0	72.5
2248.069	6.091	968.0	10781.8	178.1	124.0
2255.060	3.674	256.3	10956.0	106.8	73.2
2268.023	8.019	2161.0	9779.8	231.6	179.3
2271.023	4.488	556.5	23031.3	130.0	43.4
2283.171	18.356	17422.7	15984.1	529.2	260.9
2289.002	3.816	248.7	12645.3	108.6	65.6
2299.168	5.947	553.2	14160.6	169.6	90.9
2305.133	7.601	1077.5	10535.0	213.6	157.9
2321.131	2.422	65.5	9759.3	67.4	53.1
2720.278	2.051	77.1	12830.9	41.2	31.3
2779.433	2.856	175.3	7264.4	54.8	75.9
2779.932	3.992	400.2	17038.8	76.6	47.3
2918.249	3.900	266.5	4325.9	65.1	169.8
2932.590	46.985	25768.8	14942.2	804.6	607.2
2948.578	4.141	235.2	10174.8	69.7	76.2
2954.570	5.477	523.4	14481.9	91.9	71.2
2989.511	2.377	53.5	17559.8	39.1	25.5
3323.789	4.573	164.7	10572.1	58.7	76.9
3337.813	6.710	810.6	13658.0	85.2	87.3


